X,Y,Z,dx,dy,dz,Au_gpt,Cu_pct,density,LITO
620025,7780005,407.5,10,10,5,0.054,0.015,2.521,OXIDE
620035,7780005,407.5,10,10,5,0.054,0.016,2.518,OXIDE
620045,7780005,407.5,10,10,5,0.040,0.015,2.502,OXIDE
620055,7780005,407.5,10,10,5,0.181,0.009,2.527,OXIDE
620065,7780005,407.5,10,10,5,-9999,0.022,2.507,OXIDE
620075,7780005,407.5,10,10,5,0.118,0.018,2.490,OXIDE
620085,7780005,407.5,10,10,5,0.092,0.042,2.592,OXIDE
620095,7780005,407.5,10,10,5,0.209,0.045,2.509,OXIDE
620105,7780005,407.5,10,10,5,0.180,0.019,2.507,OXIDE
620115,7780005,407.5,10,10,5,0.133,0.034,2.638,OXIDE
620125,7780005,407.5,10,10,5,0.062,0.045,2.707,OXIDE
620135,7780005,407.5,10,10,5,0.185,0.031,2.487,OXIDE
620145,7780005,407.5,10,10,5,0.142,0.022,2.527,OXIDE
620155,7780005,407.5,10,10,5,0.087,0.024,2.540,OXIDE
620165,7780005,407.5,10,10,5,0.128,0.012,2.627,OXIDE
620175,7780005,407.5,10,10,5,0.054,0.025,2.456,OXIDE
620185,7780005,407.5,10,10,5,0.037,0.007,2.514,OXIDE
620195,7780005,407.5,10,10,5,0.018,0.033,2.585,OXIDE
620005,7780015,407.5,10,10,5,0.164,0.012,2.515,OXIDE
620015,7780015,407.5,10,10,5,0.149,0.036,2.518,OXIDE
620025,7780015,407.5,10,10,5,0.146,0.036,2.533,OXIDE
620035,7780015,407.5,10,10,5,0.107,0.015,2.570,OXIDE
620045,7780015,407.5,10,10,5,0.053,0.006,2.531,OXIDE
620055,7780015,407.5,10,10,5,0.079,0.021,2.484,OXIDE
620065,7780015,407.5,10,10,5,0.150,0.011,2.609,OXIDE
620075,7780015,407.5,10,10,5,0.240,0.032,2.507,OXIDE
620085,7780015,407.5,10,10,5,0.169,0.017,2.590,OXIDE
620095,7780015,407.5,10,10,5,0.236,0.040,2.509,OXIDE
620105,7780015,407.5,10,10,5,0.342,0.054,2.508,OXIDE
620115,7780015,407.5,10,10,5,0.203,0.017,2.588,OXIDE
620125,7780015,407.5,10,10,5,0.165,0.029,2.549,OXIDE
620135,7780015,407.5,10,10,5,0.215,0.060,2.554,OXIDE
620145,7780015,407.5,10,10,5,0.192,0.022,2.601,OXIDE
620155,7780015,407.5,10,10,5,0.092,0.036,2.458,OXIDE
620165,7780015,407.5,10,10,5,0.139,0.015,2.472,OXIDE
620175,7780015,407.5,10,10,5,0.067,0.029,2.512,OXIDE
620185,7780015,407.5,10,10,5,0.079,0.014,2.597,OXIDE
620195,7780015,407.5,10,10,5,0.041,0.010,2.637,OXIDE
620005,7780025,407.5,10,10,5,0.086,0.021,2.517,OXIDE
620015,7780025,407.5,10,10,5,0.046,0.017,2.509,OXIDE
620025,7780025,407.5,10,10,5,0.202,0.010,2.549,OXIDE
620035,7780025,407.5,10,10,5,0.296,0.010,2.556,OXIDE
620045,7780025,407.5,10,10,5,0.295,0.017,2.577,OXIDE
620055,7780025,407.5,10,10,5,0.298,0.020,2.615,OXIDE
620065,7780025,407.5,10,10,5,0.251,0.016,2.506,OXIDE
620075,7780025,407.5,10,10,5,0.325,0.049,2.519,OXIDE
620085,7780025,407.5,10,10,5,0.469,0.033,2.512,OXIDE
620095,7780025,407.5,10,10,5,0.739,0.025,2.583,OXIDE
620105,7780025,407.5,10,10,5,0.367,0.043,2.541,OXIDE
620115,7780025,407.5,10,10,5,0.275,0.049,2.611,OXIDE
620125,7780025,407.5,10,10,5,0.355,0.029,2.459,OXIDE
620135,7780025,407.5,10,10,5,0.363,0.014,2.526,OXIDE
620145,7780025,407.5,10,10,5,0.100,0.019,2.487,OXIDE
620155,7780025,407.5,10,10,5,0.278,0.039,2.543,OXIDE
620165,7780025,407.5,10,10,5,0.232,0.025,2.464,OXIDE
620175,7780025,407.5,10,10,5,0.155,0.025,2.545,OXIDE
620185,7780025,407.5,10,10,5,0.070,0.009,2.477,OXIDE
620195,7780025,407.5,10,10,5,0.036,0.014,2.561,OXIDE
620005,7780035,407.5,10,10,5,0.217,0.022,2.580,OXIDE
620015,7780035,407.5,10,10,5,0.172,0.041,2.549,OXIDE
620025,7780035,407.5,10,10,5,0.245,0.019,2.485,OXIDE
620035,7780035,407.5,10,10,5,0.302,0.033,2.553,OXIDE
620045,7780035,407.5,10,10,5,0.330,0.024,2.546,OXIDE
620055,7780035,407.5,10,10,5,-9999,0.048,2.539,OXIDE
620065,7780035,407.5,10,10,5,0.482,0.030,2.590,OXIDE
620075,7780035,407.5,10,10,5,0.476,0.062,2.589,OXIDE
620085,7780035,407.5,10,10,5,0.524,0.040,2.617,OXIDE
620095,7780035,407.5,10,10,5,1.633,0.049,2.496,BIF
620105,7780035,407.5,10,10,5,0.324,0.127,2.561,OXIDE
620115,7780035,407.5,10,10,5,0.661,0.053,2.629,OXIDE
620125,7780035,407.5,10,10,5,0.611,0.024,2.554,OXIDE
620135,7780035,407.5,10,10,5,0.466,0.082,2.591,OXIDE
620145,7780035,407.5,10,10,5,0.567,0.022,2.590,OXIDE
620155,7780035,407.5,10,10,5,0.146,0.046,2.554,OXIDE
620165,7780035,407.5,10,10,5,0.180,0.024,2.528,OXIDE
620175,7780035,407.5,10,10,5,0.202,0.005,2.561,OXIDE
620185,7780035,407.5,10,10,5,0.090,0.047,2.524,OXIDE
620195,7780035,407.5,10,10,5,0.078,0.045,2.603,OXIDE
620005,7780045,407.5,10,10,5,0.561,0.032,2.546,OXIDE
620015,7780045,407.5,10,10,5,-9999,0.024,2.671,OXIDE
620025,7780045,407.5,10,10,5,0.260,0.019,2.542,OXIDE
620035,7780045,407.5,10,10,5,0.123,0.017,2.520,OXIDE
620045,7780045,407.5,10,10,5,0.459,0.039,2.652,OXIDE
620055,7780045,407.5,10,10,5,0.918,0.016,2.584,OXIDE
620065,7780045,407.5,10,10,5,1.443,0.085,2.608,BIF
620075,7780045,407.5,10,10,5,1.527,0.103,2.656,BIF
620085,7780045,407.5,10,10,5,1.032,0.146,2.575,BIF
620095,7780045,407.5,10,10,5,0.956,0.082,2.627,OXIDE
620105,7780045,407.5,10,10,5,1.712,0.057,2.547,BIF
620115,7780045,407.5,10,10,5,1.090,0.050,2.570,BIF
620125,7780045,407.5,10,10,5,1.258,0.104,2.618,BIF
620135,7780045,407.5,10,10,5,0.347,0.148,2.661,OXIDE
620145,7780045,407.5,10,10,5,0.531,0.045,2.665,OXIDE
620155,7780045,407.5,10,10,5,0.487,0.024,2.604,OXIDE
620165,7780045,407.5,10,10,5,0.103,0.019,2.575,OXIDE
620175,7780045,407.5,10,10,5,0.220,0.025,2.534,OXIDE
620185,7780045,407.5,10,10,5,0.131,0.011,2.532,OXIDE
620195,7780045,407.5,10,10,5,0.057,0.018,2.546,OXIDE
620005,7780055,407.5,10,10,5,0.183,0.044,2.596,OXIDE
620015,7780055,407.5,10,10,5,0.463,0.022,2.519,OXIDE
620025,7780055,407.5,10,10,5,0.467,0.018,2.583,OXIDE
620035,7780055,407.5,10,10,5,0.431,0.044,2.588,OXIDE
620045,7780055,407.5,10,10,5,1.071,0.060,2.628,BIF
620055,7780055,407.5,10,10,5,0.896,0.073,2.496,OXIDE
620065,7780055,407.5,10,10,5,0.950,0.105,2.672,OXIDE
620075,7780055,407.5,10,10,5,2.339,0.123,2.643,BIF
620085,7780055,407.5,10,10,5,2.761,0.112,2.583,BIF
620095,7780055,407.5,10,10,5,1.845,0.069,2.651,BIF
620105,7780055,407.5,10,10,5,0.925,0.201,2.640,OXIDE
620115,7780055,407.5,10,10,5,1.112,0.075,2.619,BIF
620125,7780055,407.5,10,10,5,0.421,0.121,2.719,OXIDE
620135,7780055,407.5,10,10,5,0.735,0.156,2.630,OXIDE
620145,7780055,407.5,10,10,5,0.390,0.068,2.596,OXIDE
620155,7780055,407.5,10,10,5,0.380,0.069,2.597,OXIDE
620165,7780055,407.5,10,10,5,0.247,0.039,2.569,OXIDE
620175,7780055,407.5,10,10,5,0.306,0.022,2.570,OXIDE
620185,7780055,407.5,10,10,5,0.095,0.041,2.521,OXIDE
620195,7780055,407.5,10,10,5,0.105,0.018,2.604,OXIDE
620005,7780065,407.5,10,10,5,0.082,0.038,2.578,OXIDE
620015,7780065,407.5,10,10,5,0.283,0.019,2.571,OXIDE
620025,7780065,407.5,10,10,5,0.624,0.030,2.567,OXIDE
620035,7780065,407.5,10,10,5,0.885,0.039,2.627,OXIDE
620045,7780065,407.5,10,10,5,0.502,0.029,2.616,OXIDE
620055,7780065,407.5,10,10,5,0.743,0.121,2.658,OXIDE
620065,7780065,407.5,10,10,5,1.615,0.104,2.660,BIF
620075,7780065,407.5,10,10,5,1.410,0.198,2.612,BIF
620085,7780065,407.5,10,10,5,1.458,0.294,2.750,BIF
620095,7780065,407.5,10,10,5,1.127,0.509,2.719,BIF
620105,7780065,407.5,10,10,5,0.989,0.070,2.756,OXIDE
620115,7780065,407.5,10,10,5,1.009,0.394,2.655,BIF
620125,7780065,407.5,10,10,5,1.962,0.160,2.623,BIF
620135,7780065,407.5,10,10,5,1.202,0.084,2.631,BIF
620145,7780065,407.5,10,10,5,0.580,0.058,2.582,OXIDE
620155,7780065,407.5,10,10,5,0.557,0.023,2.576,OXIDE
620165,7780065,407.5,10,10,5,0.283,0.036,2.605,OXIDE
620175,7780065,407.5,10,10,5,0.304,0.023,2.622,OXIDE
620185,7780065,407.5,10,10,5,0.291,0.027,2.620,OXIDE
620195,7780065,407.5,10,10,5,0.157,0.029,2.565,OXIDE
620005,7780075,407.5,10,10,5,0.384,0.051,2.536,OXIDE
620015,7780075,407.5,10,10,5,0.533,0.009,2.570,OXIDE
620025,7780075,407.5,10,10,5,0.646,0.013,2.529,OXIDE
620035,7780075,407.5,10,10,5,0.578,0.189,2.602,OXIDE
620045,7780075,407.5,10,10,5,0.751,0.043,2.670,OXIDE
620055,7780075,407.5,10,10,5,2.237,0.087,2.703,BIF
620065,7780075,407.5,10,10,5,2.368,0.244,2.684,BIF
620075,7780075,407.5,10,10,5,1.531,0.305,2.741,BIF
620085,7780075,407.5,10,10,5,3.561,0.434,2.703,BIF
620095,7780075,407.5,10,10,5,3.802,0.205,2.766,BIF
620105,7780075,407.5,10,10,5,1.769,0.292,2.790,BIF
620115,7780075,407.5,10,10,5,0.934,0.321,2.819,OXIDE
620125,7780075,407.5,10,10,5,0.797,0.311,2.722,OXIDE
620135,7780075,407.5,10,10,5,1.403,0.301,2.577,BIF
620145,7780075,407.5,10,10,5,1.528,0.063,2.645,BIF
620155,7780075,407.5,10,10,5,0.840,0.124,2.540,OXIDE
620165,7780075,407.5,10,10,5,0.541,0.026,2.570,OXIDE
620175,7780075,407.5,10,10,5,0.519,0.046,2.560,OXIDE
620185,7780075,407.5,10,10,5,0.196,0.016,2.542,OXIDE
620195,7780075,407.5,10,10,5,0.615,0.015,2.507,OXIDE
620005,7780085,407.5,10,10,5,0.154,0.077,2.539,OXIDE
620015,7780085,407.5,10,10,5,0.361,0.020,2.614,OXIDE
620025,7780085,407.5,10,10,5,0.621,0.069,2.566,OXIDE
620035,7780085,407.5,10,10,5,0.642,0.048,2.626,OXIDE
620045,7780085,407.5,10,10,5,0.987,0.073,2.690,OXIDE
620055,7780085,407.5,10,10,5,1.825,0.216,2.632,BIF
620065,7780085,407.5,10,10,5,2.300,0.328,2.693,BIF
620075,7780085,407.5,10,10,5,1.854,0.417,2.702,BIF
620085,7780085,407.5,10,10,5,1.996,0.272,2.744,BIF
620095,7780085,407.5,10,10,5,2.099,0.343,2.696,BIF
620105,7780085,407.5,10,10,5,3.175,0.882,2.711,BIF
620115,7780085,407.5,10,10,5,2.313,0.413,2.653,BIF
620125,7780085,407.5,10,10,5,2.199,0.078,2.749,BIF
620135,7780085,407.5,10,10,5,0.650,0.146,2.637,OXIDE
620145,7780085,407.5,10,10,5,1.339,0.129,2.691,BIF
620155,7780085,407.5,10,10,5,0.873,0.108,2.596,OXIDE
620165,7780085,407.5,10,10,5,1.047,0.050,2.549,BIF
620175,7780085,407.5,10,10,5,0.584,0.023,2.569,OXIDE
620185,7780085,407.5,10,10,5,0.436,0.028,2.538,OXIDE
620195,7780085,407.5,10,10,5,0.169,0.038,2.564,OXIDE
620005,7780095,407.5,10,10,5,0.370,0.061,2.623,OXIDE
620015,7780095,407.5,10,10,5,0.509,0.039,2.590,OXIDE
620025,7780095,407.5,10,10,5,0.492,0.060,2.641,OXIDE
620035,7780095,407.5,10,10,5,0.971,0.056,2.657,OXIDE
620045,7780095,407.5,10,10,5,2.209,0.150,2.728,BIF
620055,7780095,407.5,10,10,5,3.054,0.212,2.715,BIF
620065,7780095,407.5,10,10,5,1.894,0.422,2.716,BIF
620075,7780095,407.5,10,10,5,2.078,0.397,2.798,BIF
620085,7780095,407.5,10,10,5,3.346,0.502,2.765,BIF
620095,7780095,407.5,10,10,5,2.596,0.409,2.773,BIF
620105,7780095,407.5,10,10,5,5.273,0.536,2.792,BIF
620115,7780095,407.5,10,10,5,3.597,0.467,2.761,BIF
620125,7780095,407.5,10,10,5,-9999,0.198,2.728,BIF
620135,7780095,407.5,10,10,5,2.308,0.292,2.676,BIF
620145,7780095,407.5,10,10,5,1.223,0.189,2.708,BIF
620155,7780095,407.5,10,10,5,1.251,0.253,2.548,BIF
620165,7780095,407.5,10,10,5,0.317,0.072,2.563,OXIDE
620175,7780095,407.5,10,10,5,0.253,0.096,2.532,OXIDE
620185,7780095,407.5,10,10,5,0.350,0.051,2.576,OXIDE
620195,7780095,407.5,10,10,5,0.233,0.033,2.533,OXIDE
620005,7780105,407.5,10,10,5,0.161,0.024,2.581,OXIDE
620015,7780105,407.5,10,10,5,0.515,0.037,2.562,OXIDE
620025,7780105,407.5,10,10,5,1.078,0.058,2.613,BIF
620035,7780105,407.5,10,10,5,1.033,0.051,2.583,BIF
620045,7780105,407.5,10,10,5,2.960,0.267,2.712,BIF
620055,7780105,407.5,10,10,5,1.702,0.174,2.702,BIF
620065,7780105,407.5,10,10,5,3.225,0.473,2.794,BIF
620075,7780105,407.5,10,10,5,4.316,0.718,2.743,BIF
620085,7780105,407.5,10,10,5,2.919,0.614,2.798,BIF
620095,7780105,407.5,10,10,5,2.703,1.095,2.794,BIF
620105,7780105,407.5,10,10,5,2.219,0.619,2.875,BIF
620115,7780105,407.5,10,10,5,3.307,0.255,2.748,BIF
620125,7780105,407.5,10,10,5,1.507,0.508,2.708,BIF
620135,7780105,407.5,10,10,5,5.681,0.175,2.736,BIF
620145,7780105,407.5,10,10,5,1.047,0.623,2.725,BIF
620155,7780105,407.5,10,10,5,1.096,0.236,2.680,BIF
620165,7780105,407.5,10,10,5,1.066,0.137,2.653,BIF
620175,7780105,407.5,10,10,5,1.829,0.107,2.551,BIF
620185,7780105,407.5,10,10,5,0.496,0.039,2.538,OXIDE
620195,7780105,407.5,10,10,5,0.139,0.025,2.624,OXIDE
620005,7780115,407.5,10,10,5,0.475,0.157,2.575,OXIDE
620015,7780115,407.5,10,10,5,1.385,0.053,2.591,BIF
620025,7780115,407.5,10,10,5,0.877,0.051,2.525,OXIDE
620035,7780115,407.5,10,10,5,1.042,0.135,2.594,BIF
620045,7780115,407.5,10,10,5,2.303,0.208,2.728,BIF
620055,7780115,407.5,10,10,5,1.299,0.189,2.690,BIF
620065,7780115,407.5,10,10,5,3.304,0.369,2.742,BIF
620075,7780115,407.5,10,10,5,1.512,0.464,2.720,BIF
620085,7780115,407.5,10,10,5,1.988,0.354,2.817,BIF
620095,7780115,407.5,10,10,5,2.926,0.475,2.840,BIF
620105,7780115,407.5,10,10,5,2.410,0.398,2.860,BIF
620115,7780115,407.5,10,10,5,3.605,1.089,2.790,BIF
620125,7780115,407.5,10,10,5,1.652,0.220,2.804,BIF
620135,7780115,407.5,10,10,5,1.131,0.230,2.724,BIF
620145,7780115,407.5,10,10,5,3.531,0.112,2.690,BIF
620155,7780115,407.5,10,10,5,0.680,0.179,2.641,OXIDE
620165,7780115,407.5,10,10,5,0.559,0.048,2.662,OXIDE
620175,7780115,407.5,10,10,5,0.294,0.069,2.641,OXIDE
620185,7780115,407.5,10,10,5,0.440,0.037,2.616,OXIDE
620195,7780115,407.5,10,10,5,0.293,0.018,2.584,OXIDE
620005,7780125,407.5,10,10,5,0.772,0.037,2.639,OXIDE
620015,7780125,407.5,10,10,5,0.960,0.055,2.502,OXIDE
620025,7780125,407.5,10,10,5,0.450,0.034,2.645,OXIDE
620035,7780125,407.5,10,10,5,0.454,0.083,2.575,OXIDE
620045,7780125,407.5,10,10,5,0.444,0.103,2.703,OXIDE
620055,7780125,407.5,10,10,5,3.405,0.326,2.739,BIF
620065,7780125,407.5,10,10,5,1.822,0.525,2.771,BIF
620075,7780125,407.5,10,10,5,1.381,0.293,2.801,BIF
620085,7780125,407.5,10,10,5,1.979,0.367,2.797,BIF
620095,7780125,407.5,10,10,5,2.178,0.375,2.821,BIF
620105,7780125,407.5,10,10,5,2.891,0.413,2.947,BIF
620115,7780125,407.5,10,10,5,1.640,0.132,2.666,BIF
620125,7780125,407.5,10,10,5,4.170,0.147,2.747,BIF
620135,7780125,407.5,10,10,5,4.725,0.346,2.692,BIF
620145,7780125,407.5,10,10,5,1.913,0.208,2.726,BIF
620155,7780125,407.5,10,10,5,1.671,0.142,2.594,BIF
620165,7780125,407.5,10,10,5,1.508,0.065,2.684,BIF
620175,7780125,407.5,10,10,5,0.639,0.038,2.619,OXIDE
620185,7780125,407.5,10,10,5,0.261,0.035,2.506,OXIDE
620195,7780125,407.5,10,10,5,0.402,0.034,2.542,OXIDE
620005,7780135,407.5,10,10,5,0.328,0.023,2.469,OXIDE
620015,7780135,407.5,10,10,5,0.802,0.021,2.678,OXIDE
620025,7780135,407.5,10,10,5,1.693,0.051,2.584,BIF
620035,7780135,407.5,10,10,5,1.225,0.079,2.567,BIF
620045,7780135,407.5,10,10,5,3.395,0.551,2.643,BIF
620055,7780135,407.5,10,10,5,0.978,0.212,2.613,OXIDE
620065,7780135,407.5,10,10,5,4.430,0.851,2.830,BIF
620075,7780135,407.5,10,10,5,6.213,0.530,2.750,BIF
620085,7780135,407.5,10,10,5,2.609,0.681,2.633,BIF
620095,7780135,407.5,10,10,5,3.415,0.776,2.732,BIF
620105,7780135,407.5,10,10,5,3.543,0.228,2.860,BIF
620115,7780135,407.5,10,10,5,1.015,0.545,2.747,BIF
620125,7780135,407.5,10,10,5,4.070,0.465,2.752,BIF
620135,7780135,407.5,10,10,5,1.359,0.139,2.700,BIF
620145,7780135,407.5,10,10,5,3.834,0.109,2.609,BIF
620155,7780135,407.5,10,10,5,1.067,0.160,2.648,BIF
620165,7780135,407.5,10,10,5,0.901,0.194,2.627,OXIDE
620175,7780135,407.5,10,10,5,0.376,0.042,2.594,OXIDE
620185,7780135,407.5,10,10,5,0.236,0.021,2.630,OXIDE
620195,7780135,407.5,10,10,5,0.073,0.027,2.619,OXIDE
620005,7780145,407.5,10,10,5,0.347,0.017,2.520,OXIDE
620015,7780145,407.5,10,10,5,0.456,0.024,2.532,OXIDE
620025,7780145,407.5,10,10,5,0.825,0.064,2.692,OXIDE
620035,7780145,407.5,10,10,5,0.650,0.104,2.576,OXIDE
620045,7780145,407.5,10,10,5,1.689,0.065,2.676,BIF
620055,7780145,407.5,10,10,5,1.591,0.200,2.681,BIF
620065,7780145,407.5,10,10,5,1.801,0.429,2.724,BIF
620075,7780145,407.5,10,10,5,1.289,0.229,2.648,BIF
620085,7780145,407.5,10,10,5,1.900,0.223,2.758,BIF
620095,7780145,407.5,10,10,5,1.922,0.182,2.757,BIF
620105,7780145,407.5,10,10,5,4.445,0.323,2.640,BIF
620115,7780145,407.5,10,10,5,1.546,0.383,2.721,BIF
620125,7780145,407.5,10,10,5,0.878,0.315,2.686,OXIDE
620135,7780145,407.5,10,10,5,1.467,0.373,2.711,BIF
620145,7780145,407.5,10,10,5,1.243,0.250,2.700,BIF
620155,7780145,407.5,10,10,5,1.379,0.114,2.642,BIF
620165,7780145,407.5,10,10,5,0.574,0.045,2.617,OXIDE
620175,7780145,407.5,10,10,5,0.378,0.017,2.531,OXIDE
620185,7780145,407.5,10,10,5,0.288,0.014,2.547,OXIDE
620195,7780145,407.5,10,10,5,0.099,0.035,2.546,OXIDE
620005,7780155,407.5,10,10,5,0.459,0.029,2.432,OXIDE
620015,7780155,407.5,10,10,5,0.335,0.029,2.470,OXIDE
620025,7780155,407.5,10,10,5,0.419,0.021,2.624,OXIDE
620035,7780155,407.5,10,10,5,0.739,0.051,2.612,OXIDE
620045,7780155,407.5,10,10,5,2.065,0.109,2.688,BIF
620055,7780155,407.5,10,10,5,0.603,0.107,2.627,OXIDE
620065,7780155,407.5,10,10,5,1.248,0.167,2.701,BIF
620075,7780155,407.5,10,10,5,2.957,0.154,2.647,BIF
620085,7780155,407.5,10,10,5,2.044,0.276,2.729,BIF
620095,7780155,407.5,10,10,5,4.796,0.272,2.702,BIF
620105,7780155,407.5,10,10,5,2.078,0.245,2.629,BIF
620115,7780155,407.5,10,10,5,1.429,0.211,2.631,BIF
620125,7780155,407.5,10,10,5,2.537,0.355,2.613,BIF
620135,7780155,407.5,10,10,5,1.306,0.152,2.707,BIF
620145,7780155,407.5,10,10,5,0.982,0.405,2.527,OXIDE
620155,7780155,407.5,10,10,5,1.006,0.046,2.672,BIF
620165,7780155,407.5,10,10,5,0.525,0.030,2.582,OXIDE
620175,7780155,407.5,10,10,5,0.280,0.033,2.629,OXIDE
620185,7780155,407.5,10,10,5,0.256,0.024,2.518,OXIDE
620195,7780155,407.5,10,10,5,0.190,0.034,2.559,OXIDE
620005,7780165,407.5,10,10,5,0.235,0.016,2.589,OXIDE
620015,7780165,407.5,10,10,5,0.363,0.031,2.629,OXIDE
620025,7780165,407.5,10,10,5,0.682,0.043,2.561,OXIDE
620035,7780165,407.5,10,10,5,0.571,0.023,2.579,OXIDE
620045,7780165,407.5,10,10,5,0.795,0.042,2.541,OXIDE
620055,7780165,407.5,10,10,5,1.149,0.167,2.678,BIF
620065,7780165,407.5,10,10,5,0.951,0.167,2.577,OXIDE
620075,7780165,407.5,10,10,5,1.993,0.065,2.755,BIF
620085,7780165,407.5,10,10,5,1.681,0.251,2.767,BIF
620095,7780165,407.5,10,10,5,2.171,0.286,2.639,BIF
620105,7780165,407.5,10,10,5,0.927,0.235,2.704,OXIDE
620115,7780165,407.5,10,10,5,0.544,0.159,2.718,OXIDE
620125,7780165,407.5,10,10,5,1.387,0.064,2.640,BIF
620135,7780165,407.5,10,10,5,1.798,0.119,2.682,BIF
620145,7780165,407.5,10,10,5,0.612,0.043,2.691,OXIDE
620155,7780165,407.5,10,10,5,0.596,0.027,2.519,OXIDE
620165,7780165,407.5,10,10,5,0.329,0.076,2.494,OXIDE
620175,7780165,407.5,10,10,5,0.302,0.070,2.627,OXIDE
620185,7780165,407.5,10,10,5,0.180,0.031,2.659,OXIDE
620195,7780165,407.5,10,10,5,0.101,0.019,2.619,OXIDE
620005,7780175,407.5,10,10,5,0.201,0.018,2.502,OXIDE
620015,7780175,407.5,10,10,5,0.189,0.015,2.482,OXIDE
620025,7780175,407.5,10,10,5,0.338,0.079,2.569,OXIDE
620035,7780175,407.5,10,10,5,0.584,0.029,2.555,OXIDE
620045,7780175,407.5,10,10,5,0.858,0.047,2.592,OXIDE
620055,7780175,407.5,10,10,5,0.769,0.104,2.591,OXIDE
620065,7780175,407.5,10,10,5,0.984,0.057,2.729,OXIDE
620075,7780175,407.5,10,10,5,0.562,0.101,2.744,OXIDE
620085,7780175,407.5,10,10,5,1.409,0.112,2.644,BIF
620095,7780175,407.5,10,10,5,2.266,0.151,2.713,BIF
620105,7780175,407.5,10,10,5,1.121,0.190,2.740,BIF
620115,7780175,407.5,10,10,5,0.707,0.110,2.661,OXIDE
620125,7780175,407.5,10,10,5,0.381,0.150,2.603,OXIDE
620135,7780175,407.5,10,10,5,0.466,0.045,2.605,OXIDE
620145,7780175,407.5,10,10,5,0.619,0.064,2.463,OXIDE
620155,7780175,407.5,10,10,5,0.518,0.036,2.569,OXIDE
620165,7780175,407.5,10,10,5,0.265,0.040,2.497,OXIDE
620175,7780175,407.5,10,10,5,0.206,0.017,2.555,OXIDE
620185,7780175,407.5,10,10,5,0.187,0.018,2.485,OXIDE
620195,7780175,407.5,10,10,5,0.104,0.015,2.600,OXIDE
620005,7780185,407.5,10,10,5,0.088,0.025,2.566,OXIDE
620015,7780185,407.5,10,10,5,0.212,0.038,2.536,OXIDE
620025,7780185,407.5,10,10,5,0.068,0.034,2.630,OXIDE
620035,7780185,407.5,10,10,5,0.224,0.027,2.596,OXIDE
620045,7780185,407.5,10,10,5,0.300,0.030,2.571,OXIDE
620055,7780185,407.5,10,10,5,0.841,0.069,2.596,OXIDE
620065,7780185,407.5,10,10,5,0.237,0.037,2.563,OXIDE
620075,7780185,407.5,10,10,5,0.804,0.031,2.519,OXIDE
620085,7780185,407.5,10,10,5,0.736,0.074,2.548,OXIDE
620095,7780185,407.5,10,10,5,0.837,0.056,2.743,OXIDE
620105,7780185,407.5,10,10,5,0.722,0.022,2.699,OXIDE
620115,7780185,407.5,10,10,5,0.706,0.111,2.657,OXIDE
620125,7780185,407.5,10,10,5,0.581,0.071,2.572,OXIDE
620135,7780185,407.5,10,10,5,0.833,0.038,2.638,OXIDE
620145,7780185,407.5,10,10,5,0.411,0.028,2.589,OXIDE
620155,7780185,407.5,10,10,5,0.290,0.044,2.492,OXIDE
620165,7780185,407.5,10,10,5,0.132,0.038,2.578,OXIDE
620175,7780185,407.5,10,10,5,0.201,0.030,2.547,OXIDE
620185,7780185,407.5,10,10,5,0.068,0.014,2.483,OXIDE
620195,7780185,407.5,10,10,5,0.039,0.110,2.540,OXIDE
620005,7780195,407.5,10,10,5,0.194,0.038,2.466,OXIDE
620015,7780195,407.5,10,10,5,0.252,0.026,2.630,OXIDE
620025,7780195,407.5,10,10,5,0.318,0.083,2.515,OXIDE
620035,7780195,407.5,10,10,5,0.435,0.035,2.538,OXIDE
620045,7780195,407.5,10,10,5,0.166,0.034,2.557,OXIDE
620055,7780195,407.5,10,10,5,0.420,0.018,2.572,OXIDE
620065,7780195,407.5,10,10,5,0.368,0.081,2.588,OXIDE
620075,7780195,407.5,10,10,5,0.713,0.062,2.433,OXIDE
620085,7780195,407.5,10,10,5,-9999,0.045,2.532,OXIDE
620095,7780195,407.5,10,10,5,0.273,0.071,2.604,OXIDE
620105,7780195,407.5,10,10,5,0.732,0.023,2.513,OXIDE
620115,7780195,407.5,10,10,5,0.529,0.102,2.632,OXIDE
620125,7780195,407.5,10,10,5,0.833,0.017,2.515,OXIDE
620135,7780195,407.5,10,10,5,0.299,0.051,2.495,OXIDE
620145,7780195,407.5,10,10,5,0.582,0.023,2.525,OXIDE
620155,7780195,407.5,10,10,5,0.288,0.024,2.623,OXIDE
620165,7780195,407.5,10,10,5,0.097,0.032,2.661,OXIDE
620175,7780195,407.5,10,10,5,0.177,0.010,2.555,OXIDE
620185,7780195,407.5,10,10,5,0.101,0.041,2.615,OXIDE
620195,7780195,407.5,10,10,5,0.071,0.012,2.511,OXIDE
620005,7780005,412.5,10,10,5,0.078,0.009,2.636,SHALE
620015,7780005,412.5,10,10,5,0.171,0.015,2.506,WASTE
620025,7780005,412.5,10,10,5,0.045,0.034,2.480,WASTE
620035,7780005,412.5,10,10,5,0.083,0.028,2.639,WASTE
620045,7780005,412.5,10,10,5,0.200,0.026,2.589,WASTE
620055,7780005,412.5,10,10,5,0.108,0.007,2.491,SHALE
620065,7780005,412.5,10,10,5,0.208,0.023,2.645,WASTE
620075,7780005,412.5,10,10,5,0.128,0.034,2.561,WASTE
